"","Name","OncoTree1","OncoTree2","Age","PrimaryOrMetastasis","SampleCollectionSite","Sex","Top_Sensitive_Drugs","Bottom_Resistant_Drugs","nb_drugs"
"83","CAL-12T","Lung","Non-Small Cell Lung Cancer (NSCLC)",NA,"Primary","lung","Male","ouabain ; leptomycin B ; methotrexate (FDA) ; dasatinib (FDA) ; CR-1-31B ; AZD7762 (CTR) ; SB-743921 ; paclitaxel (FDA) ; BI-2536 (CTR) ; panobinostat (FDA)","ML320 ; Repligen 136 ; AGK-2 ; BRD-A71883111 ; GMX-1778 ; BRD-K80183349 ; daporinad ; Compound 1541A ; CCT036477 ; BRD-K24690302","390"
"84","CAL-148","Breast","Breast Carcinoma (BRCA)",58,"Metastatic","pleural effusion","Female","SB-743921 ; leptomycin B ; panobinostat (FDA) ; ouabain ; BI-2536 (CTR) ; topotecan (FDA) ; barasertib ; doxorubicin (FDA) ; vincristine (FDA) ; paclitaxel (FDA)","BRD-A02303741 ; hyperforin ; XL765 ; CID-5951923 ; tacrolimus ; GSK-3 inhibitor IX ; BRD-K35604418 ; cimetidine ; SR1001 ; GANT-61","359"
"85","CAL-29","Bladder_Urinary_Tract","Bladder Urothelial Carcinoma (BLCA)",80,"Primary","urinary tract","Female","leptomycin B ; ouabain ; GSK461364 ; panobinostat (FDA) ; BI-2536 (CTR) ; CR-1-31B ; topotecan (FDA) ; vincristine (FDA) ; paclitaxel (FDA) ; gemcitabine (FDA)","BRD-K17060750 ; BRD-K86535717 ; GMX-1778 ; IPR-456 ; BRD-K96970199 ; momelotinib ; BRD-K48334597 ; vemurafenib (FDA) ; tivozanib (CTR) ; BRD-K96431673","353"
"86","CAL-33","Head_Neck",NA,69,"Primary","upper aerodigestive tract","Male","leptomycin B ; docetaxel (FDA) ; paclitaxel (FDA) ; dinaciclib ; ouabain ; methotrexate (FDA) ; vincristine (FDA) ; SB-743921 ; CR-1-31B ; omacetaxine mepesuccinate (FDA)","BRD-K51831558 ; BRD-K13999467 ; ABT-199 ; BRD5468 ; birinapant ; SR1001 ; AT-406 ; BRD-K17060750 ; SJ-172550 ; ML083","417"
"87","CAL-51","Breast","Breast Carcinoma (BRCA)",45,"Metastatic","pleural effusion","Female","leptomycin B ; GSK461364 ; vincristine (FDA) ; BI-2536 (CTR) ; SB-743921 ; neopeltolide ; doxorubicin (FDA) ; ouabain ; panobinostat (FDA) ; paclitaxel (FDA)","cimetidine ; BMS-270394 ; ML320 ; BRD-K29086754 ; CI-976 ; darinaparsin ; BEC ; myriocin ; ML312 ; palmostatin B","442"
"88","CAL-54","Kidney","Renal Cell Carcinoma (RCC)",75,"Metastatic","pleural effusion","Male","ouabain ; leptomycin B ; 1S-3R-RSL-3 ; dasatinib (FDA) ; ML162 ; ML210 ; CR-1-31B ; cucurbitacin I ; AZD8055 (CTR) ; omacetaxine mepesuccinate (FDA)","AGK-2 ; Compound 1541A ; ML334 diastereomer ; procarbazine (FDA) ; BRD-K55116708 ; BRD-K50799972 ; NPC-26 ; temozolomide ; istradefylline ; BRD-K33199242","349"
"89","CAL-62","Thyroid","Anaplastic Thyroid Cancer (THAP)",70,"Primary","pleural effusion","Female","SB-743921 ; GSK461364 ; paclitaxel (FDA) ; ouabain ; topotecan (FDA) ; vincristine (FDA) ; doxorubicin (FDA) ; BI-2536 (CTR) ; methotrexate (FDA) ; PL-DI","BRD-K29086754 ; RG-108 ; itraconazole (CTR) ; BRD-K80183349 ; BRD-K44224150 ; ML320 ; 1S-3R-RSL-3 ; BRD-K34485477 ; BRD-K52037352 ; BRD-K27986637","354"
"90","CAL-78","Bone",NA,76,"","soft tissue","Male","triazolothiadiazine ; leptomycin B ; CR-1-31B ; panobinostat (FDA) ; ouabain ; cucurbitacin I ; AZD4547 ; SR-II-138A ; MLN2238 ; omacetaxine mepesuccinate (FDA)","ML203 ; dexamethasone ; sotrastaurin ; CAY10576 ; darinaparsin ; parthenolide ; pifithrin-mu ; GSK2636771 ; JW-55 ; BMS-195614","396"
"91","CAL-85-1","Breast","Breast Carcinoma (BRCA)",35,"Primary","breast","Female","leptomycin B ; omacetaxine mepesuccinate (FDA) ; docetaxel (FDA) ; ouabain ; SB-743921 ; paclitaxel (FDA) ; CR-1-31B ; panobinostat (FDA) ; dasatinib (FDA) ; methotrexate (FDA)","SU11274 ; BRD8958 ; SJ-172550 ; elocalcitol ; IC-87114 ; ML334 diastereomer ; procarbazine (FDA) ; BRD-K55116708 ; SR1001 ; GDC-0879","415"
"92","Calu-1","Lung","Non-Small Cell Lung Cancer (NSCLC)",47,"Metastatic","pleura","Male","1S-3R-RSL-3 ; ML162 ; ML210 ; erastin ; YM-155 (CTR) ; SMER-3 ; avicin D ; CR-1-31B ; bardoxolone methyl ; panobinostat (FDA)","semagacestat ; daporinad ; SRT-1720 ; NSC 74859 ; KH-CB19 ; HC-067047 ; DNMDP ; I-BET151 ; AZD7545 ; BRD-A02303741","419"
"93","Calu-3","Lung","Non-Small Cell Lung Cancer (NSCLC)",25,"Metastatic","pleural effusion","Male","sirolimus (FDA) ; leptomycin B ; 1S-3R-RSL-3 ; panobinostat (FDA) ; AZD8055 (CTR) ; ouabain ; doxorubicin (FDA) ; canertinib ; afatinib (FDA) ; SNX-2112","ML239 ; BRD-K34099515 ; Compound 1541A ; darinaparsin ; LY-2157299 ; AC55649 ; bendamustine (FDA) ; EX-527 ; PRIMA-1-Met ; BRD-K51490254","401"
"94","Calu-6","Lung","Non-Small Cell Lung Cancer (NSCLC)",61,"Metastatic","pleural effusion","Female","1S-3R-RSL-3 ; SB-743921 ; methotrexate (FDA) ; CR-1-31B ; ouabain ; GSK461364 ; leptomycin B ; omacetaxine mepesuccinate (FDA) ; panobinostat (FDA) ; oligomycin A","dexamethasone ; BRD-K33199242 ; Repligen 136 ; BRD-K52037352 ; BRD-K09587429 ; ABT-199 ; CI-976 ; BRD-K19103580 ; betulinic acid ; SB-431542","405"
"95","CAMA-1","Breast","Breast Carcinoma (BRCA)",51,"Metastatic","pleural effusion","Female","panobinostat (FDA) ; SB-743921 ; brefeldin A ; ouabain ; 1S-3R-RSL-3 ; AZD8055 (CTR) ; MLN2238 ; CR-1-31B ; cucurbitacin I ; temsirolimus (FDA)","vemurafenib (FDA) ; BRD-K61166597 ; AC55649 ; BRD-K27986637 ; GSK4112 ; BRD8958 ; BRD-K78574327 ; linsitinib (CTR) ; BRD-K66532283 ; Compound 1541A","403"
"96","Caov-3","Ovary","Ovarian Epithelial Tumor (OVT)",54,"Primary","ovary","Female","leptomycin B ; SB-743921 ; doxorubicin (FDA) ; AZD7762 (CTR) ; austocystin D ; paclitaxel (FDA) ; BI-2536 (CTR) ; dasatinib (FDA) ; GSK461364 ; clofarabine (FDA)","myricetin ; dacarbazine (FDA) ; vemurafenib (FDA) ; EX-527 ; temozolomide ; isonicotinohydroxamic acid ; ifosfamide (FDA) ; CAY10618 ; PRL-3 inhibitor I ; abiraterone (FDA)","409"
"97","Caov-4","Ovary","Ovarian Epithelial Tumor (OVT)",45,"Metastatic","ovary","Female",NA,NA,NA
"98","Capan-1","Pancreas","Pancreatic Adenocarcinoma (PAAD)",40,"Metastatic","liver","Male","leptomycin B ; CR-1-31B ; dinaciclib ; ouabain ; dasatinib (FDA) ; doxorubicin (FDA) ; omacetaxine mepesuccinate (FDA) ; trametinib (FDA) ; docetaxel (FDA) ; MLN2238","BRD-K37390332 ; Mdivi-1 ; BRD-K13999467 ; BIBR-1532 ; BRD-K14844214 ; BRD-K09587429 ; barasertib ; myricetin ; BRD-K52037352 ; MGCD-265","349"
"99","Capan-2","Pancreas","Pancreatic Adenocarcinoma (PAAD)",56,"Primary","pancreas","Male","crizotinib (FDA) ; omacetaxine mepesuccinate (FDA) ; dasatinib (FDA) ; CR-1-31B ; SMER-3 ; YM-155 (CTR) ; bardoxolone methyl ; tanespimycin (CTR) ; SR-II-138A ; AZD7762 (CTR)","KH-CB19 ; daporinad ; procarbazine (FDA) ; SRT-1720 ; BRD-A02303741 ; UNC0638 ; ML320 ; AZD7545 ; NSC 74859 ; semagacestat","418"
"100","CAS-1","Brain_CNS","Diffuse Glioma (DIFG)",63,"Primary","central nervous system","Male","panobinostat (FDA) ; ouabain ; doxorubicin (FDA) ; 1S-3R-RSL-3 ; AZD7762 (CTR) ; obatoclax (CTR) ; narciclasine ; ZSTK474 (CTR) ; NVP-TAE684 ; leptomycin B","BRD8899 ; erismodegib ; AZD7545 ; NSC48300 ; MK-0752 ; ML312 ; BRD-K44224150 ; BRD-K37390332 ; CID-5951923 ; sitagliptin","367"
"101","CCF-STTG1","Brain_CNS","Diffuse Glioma (DIFG)",68,"Primary","central nervous system","Female","paclitaxel (FDA) ; dinaciclib ; leptomycin B ; omacetaxine mepesuccinate (FDA) ; docetaxel (FDA) ; CR-1-31B ; ouabain ; SB-743921 ; AT13387 (CTR) ; tanespimycin (CTR)","BRD-K29313308 ; BRD-K88742110 ; GDC-0879 ; NSC 74859 ; brivanib ; procarbazine (FDA) ; palmostatin B ; BRD8958 ; betulinic acid ; AZD7545","419"
"102","CCK-81","Bowel","Colorectal Adenocarcinoma (COADREAD)",62,"Metastatic","large intestine","Female","leptomycin B ; SB-743921 ; GSK461364 ; austocystin D ; BI-2536 (CTR) ; oligomycin A ; afatinib (FDA) ; panobinostat (FDA) ; narciclasine ; KX2-391","PLX-4720 ; myricetin ; VAF-347 ; sorafenib ; BRD8958 ; BRD9876 ; azacitidine (FDA) ; GDC-0879 ; vemurafenib (FDA) ; IC-87114","331"
"103","CFPAC-1","Pancreas","Pancreatic Adenocarcinoma (PAAD)",26,"Metastatic","liver","Male","ouabain ; panobinostat (FDA) ; AZD7762 (CTR) ; AZD8055 (CTR) ; gemcitabine (FDA) ; doxorubicin (FDA) ; narciclasine ; SR-II-138A ; austocystin D ; GSK461364","BRD-K27986637 ; GSK4112 ; BIRB-796 ; BRD-K48334597 ; XL765 ; GDC-0879 ; CID-5951923 ; BRD-K04800985 ; RITA ; tipifarnib-P1","407"
"104","CGTH-W-1","Thyroid","Follicular Thyroid Cancer (THFO)",59,"Primary","thyroid","Male","panobinostat (FDA) ; gemcitabine (FDA) ; CAY10618 ; AZD7762 (CTR) ; ouabain ; foretinib (CTR) ; daporinad ; leptomycin B ; 1S-3R-RSL-3 ; dasatinib (FDA)","SKI-II ; BRD-K96431673 ; BRD-K17060750 ; navitoclax (CTR) ; C6-ceramide ; nelarabine (FDA) ; BRD-K96970199 ; fulvestrant (FDA) ; BRD-K86535717 ; azacitidine (FDA)","405"
"105","CH-157MN","Brain_CNS","Meningothelial Tumor (MNGT)",41,"Primary","central nervous system","Female",NA,NA,NA
"106","ChaGo-K-1","Lung",NA,45,"Metastatic","lung","Male","leptomycin B ; ouabain ; dinaciclib ; methotrexate (FDA) ; CR-1-31B ; panobinostat (FDA) ; omacetaxine mepesuccinate (FDA) ; SB-743921 ; alvocidib (CTR) ; SR-II-138A","ML320 ; birinapant ; IC-87114 ; BRD8958 ; GDC-0879 ; erlotinib (FDA) ; barasertib ; SJ-172550 ; pifithrin-mu ; pyrazolanthrone","415"
"107","CHL-1","Skin","Melanoma (MEL)",36,"Metastatic","pleural effusion","Female",NA,NA,NA
"108","CHP-126","Brain_CNS","Embryonal Tumor (EMBT)",1,"Primary","autonomic ganglia","Female","leptomycin B ; panobinostat (FDA) ; SB-743921 ; GSK461364 ; vincristine (FDA) ; 1S-3R-RSL-3 ; paclitaxel (FDA) ; topotecan (FDA) ; barasertib ; doxorubicin (FDA)","BRD-K09587429 ; SJ-172550 ; CID-5951923 ; IC-87114 ; cyclophosphamide (FDA) ; myricetin ; quizartinib (CTR) ; ifosfamide (FDA) ; PLX-4720 ; SGX-523","364"
"109","CHP-212","Brain_CNS","Embryonal Tumor (EMBT)",1,"Primary","central nervous system","Male","leptomycin B ; SB-743921 ; docetaxel (FDA) ; trametinib (FDA) ; paclitaxel (FDA) ; gemcitabine (FDA) ; BI-2536 (CTR) ; PD318088 ; AT13387 (CTR) ; alisertib","procarbazine (FDA) ; IC-87114 ; VAF-347 ; brivanib ; myricetin ; BRD-K17060750 ; BRD-K33199242 ; BRD-K50799972 ; birinapant ; nelarabine (FDA)","340"
"110","CI-1","Lymph","Non-Hodgkin's Lymphoma (NHL)",38,"Primary","ascites","Female","SB-743921 ; docetaxel (FDA) ; paclitaxel (FDA) ; CR-1-31B ; vincristine (FDA) ; BI-2536 (CTR) ; ouabain ; leptomycin B ; SR-II-138A ; KX2-391","vorapaxar ; tivozanib (CTR) ; BYL-719 ; Ki8751 ; dexamethasone ; XL765 ; palmostatin B ; necrostatin-7 ; RO4929097 ; JW-74","369"
"111","CJM","Skin","Melanoma (MEL)",NA,"Metastatic","skin","Male","leptomycin B ; SB-743921 ; docetaxel (FDA) ; paclitaxel (FDA) ; oligomycin A ; dinaciclib ; ouabain ; vincristine (FDA) ; CR-1-31B ; KX2-391","BRD8958 ; brivanib ; pifithrin-mu ; ML320 ; AZ-3146 ; IC-87114 ; SRT-1720 ; GSK525762A ; GDC-0879 ; vemurafenib (FDA)","406"
"112","CL-11","Bowel","Colorectal Adenocarcinoma (COADREAD)",NA,"Primary","Colon","Male","leptomycin B ; panobinostat (FDA) ; CR-1-31B ; brefeldin A ; MLN2238 ; selumetinib (FDA) ; GSK461364 ; austocystin D ; narciclasine ; AZD7762 (CTR)","BRD1812 ; OSI-930 ; gossypol ; BMS-270394 ; nelarabine (FDA) ; pitstop2 ; CAY10576 ; myricetin ; EX-527 ; BRD-K64610608","400"
"113","CL-14","Bowel",NA,NA,"Primary","large intestine","Male",NA,NA,NA
"114","CL-34","Bowel","Colorectal Adenocarcinoma (COADREAD)",NA,"Primary","Colon","Female","leptomycin B ; SB-743921 ; BI-2536 (CTR) ; doxorubicin (FDA) ; CR-1-31B ; clofarabine (FDA) ; topotecan (FDA) ; rigosertib ; SNS-032 ; KX2-391","TGX-221 ; SB-225002 ; cabozantinib (FDA) ; necrostatin-7 ; OSI-027 (CTR) ; dasatinib (FDA) ; pluripotin ; SCH-79797 ; tipifarnib-P2 ; alisertib","25"
"115","CL-40","Bowel",NA,NA,"Primary","Colon","Female",NA,NA,NA
"116","CMK","Blood","Leukemia (LEUK)",0,"Primary","haematopoietic and lymphoid tissue","Male","SB-743921 ; leptomycin B ; panobinostat (FDA) ; KX2-391 ; docetaxel (FDA) ; dinaciclib ; clofarabine (FDA) ; BI-2536 (CTR) ; GSK461364 ; CR-1-31B","birinapant ; BRD1835 ; pifithrin-mu ; IC-87114 ; AZ-3146 ; elocalcitol ; nelarabine (FDA) ; IU1 ; betulinic acid ; nilotinib (FDA)","408"
"117","CMK-11-5","Blood","Leukemia (LEUK)",0,"Primary","haematopoietic and lymphoid tissue","Male",NA,NA,NA
"118","CMK-86","Blood","Leukemia (LEUK)",0,"Primary","haematopoietic and lymphoid tissue","Male",NA,NA,NA
"119","CML-T1","Blood","Leukemia (LEUK)",36,"Primary","haematopoietic and lymphoid tissue","Female","dasatinib (FDA) ; leptomycin B ; panobinostat (FDA) ; GSK461364 ; clofarabine (FDA) ; SB-743921 ; vincristine (FDA) ; paclitaxel (FDA) ; neopeltolide ; topotecan (FDA)","silmitasertib ; ML203 ; EX-527 ; BRD-K64610608 ; NSC30930 ; ifosfamide (FDA) ; BRD-K04800985 ; erismodegib ; L-685458 ; ML083","394"
"120","COLO 201","Bowel","Colorectal Adenocarcinoma (COADREAD)",70,"Metastatic","ascites","Male","leptomycin B ; CR-1-31B ; panobinostat (FDA) ; SB-743921 ; CAY10618 ; SR-II-138A ; ouabain ; SNX-2112 ; narciclasine ; brefeldin A","CHIR-99021 ; BRD9876 ; SGX-523 ; BRD-K09344309 ; CI-976 ; dexamethasone ; CIL56 ; ML050 ; BRD-K16147474 ; BRD-M00053801","364"
"121","COLO 205","Bowel","Colorectal Adenocarcinoma (COADREAD)",70,"Metastatic","ascites","Male","SB-743921 ; ouabain ; panobinostat (FDA) ; paclitaxel (FDA) ; CR-1-31B ; barasertib ; SR-II-138A ; selumetinib (FDA) ; BI-2536 (CTR) ; leptomycin B","L-685458 ; BRD-K86535717 ; BRD-K75293299 ; BRD-K17060750 ; BRD-K02492147 ; BRD-K96970199 ; BRD-K27986637 ; UNC0321 ; BRD-K84807411 ; FGIN-1-27","404"
"122","COLO 668","Lung","Small Cell Lung Cancer (SCLC)",47,"Metastatic","central nervous system","Female","leptomycin B ; dinaciclib ; CR-1-31B ; panobinostat (FDA) ; ouabain ; topotecan (FDA) ; oligomycin A ; SB-743921 ; docetaxel (FDA) ; paclitaxel (FDA)","BRD8958 ; IC-87114 ; birinapant ; GDC-0879 ; erlotinib (FDA) ; SJ-172550 ; betulinic acid ; ML334 diastereomer ; GSK525762A ; palmostatin B","393"
"123","COLO 684","Uterus","Endometrial Carcinoma (UCEC)",63,"Primary","endometrium","Female","SNS-032 ; methotrexate (FDA) ; leptomycin B ; CR-1-31B ; vincristine (FDA) ; AZD8055 (CTR) ; ouabain ; docetaxel (FDA) ; 1S-3R-RSL-3 ; SB-743921","procarbazine (FDA) ; elocalcitol ; AZD7545 ; ML320 ; birinapant ; BRD1378 ; etomoxir ; ML258 ; pandacostat ; navitoclax (CTR)","334"
"124","COLO 741","Skin","Melanoma (MEL)",69,"Metastatic","skin","Female","leptomycin B ; SB-743921 ; RITA ; vincristine (FDA) ; narciclasine ; ouabain ; panobinostat (FDA) ; DNMDP ; SNS-032 ; AZD8055 (CTR)","TGX-221 ; BRD-K35604418 ; BRD8958 ; veliparib (CTR) ; BRD1812 ; BRD-K51490254 ; BRD-A71883111 ; BRD-K33199242 ; ciclosporin ; BRD-K14844214","229"
"125","COLO 775","Blood","Leukemia (LEUK)",61,"Primary","haematopoietic and lymphoid tissue","Male",NA,NA,NA
"126","COLO 792","Skin","Melanoma (MEL)",62,"Metastatic","central nervous system","Male","leptomycin B ; brefeldin A ; trametinib (FDA) ; dinaciclib ; ouabain ; omacetaxine mepesuccinate (FDA) ; cucurbitacin I ; panobinostat (FDA) ; narciclasine ; selumetinib (FDA)","bexarotene ; IC-87114 ; BRD8958 ; AA-COCF3 ; dabrafenib (FDA) ; ML320 ; ML334 diastereomer ; AZ-3146 ; UNC0321 ; L-685458","407"
"127","COLO 829","Skin","Melanoma (MEL)",45,"Primary","skin","Male","leptomycin B ; dinaciclib ; trametinib (FDA) ; SB-743921 ; panobinostat (FDA) ; methotrexate (FDA) ; ouabain ; doxorubicin (FDA) ; dabrafenib (FDA) ; alvocidib (CTR)","BRD-K55116708 ; BRD-K37390332 ; SR1001 ; XL765 ; TG-100-115 ; MI-2 ; spautin-1 ; BMS-195614 ; TGX-221 ; BRD-K17060750","420"
"128","COLO-320","Bowel","Colorectal Adenocarcinoma (COADREAD)",55,"Primary","large intestine","Female","leptomycin B ; ouabain ; dinaciclib ; CR-1-31B ; KPT185 ; SR-II-138A ; 1S-3R-RSL-3 ; oligomycin A ; narciclasine ; panobinostat (FDA)","BRD-K17060750 ; UNC0638 ; BRD-K51490254 ; isonicotinohydroxamic acid ; SRT-1720 ; ML334 diastereomer ; BRD-K64610608 ; BRD-K28456706 ; ML203 ; istradefylline","389"
"129","COLO-677","Blood","Multiple Myeloma (MM)",NA,NA,NA,NA,NA,NA,NA
"130","COLO-678","Bowel","Colorectal Adenocarcinoma (COADREAD)",69,"Metastatic","lymph node","Male","leptomycin B ; panobinostat (FDA) ; trametinib (FDA) ; ouabain ; cucurbitacin I ; CR-1-31B ; SB-743921 ; afatinib (FDA) ; dinaciclib ; canertinib","IC-87114 ; brivanib ; SU11274 ; SRT-1720 ; chlorambucil (FDA) ; BRD8958 ; NPC-26 ; daporinad ; linsitinib (CTR) ; betulinic acid","417"
"131","COLO-679","Skin","Melanoma (MEL)",47,"Metastatic","skin","Female",NA,NA,NA
"132","COLO-680N","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC)",57,"Primary","oesophagus","Female","leptomycin B ; panobinostat (FDA) ; CAY10618 ; 1S-3R-RSL-3 ; CR-1-31B ; daporinad ; bardoxolone methyl ; dasatinib (FDA) ; obatoclax (CTR) ; doxorubicin (FDA)","ML203 ; dexamethasone ; BRD-K64610608 ; BRD9876 ; BRD-K37390332 ; 968 ; BRD8958 ; imatinib (FDA) ; nelarabine (FDA) ; VU0155056","407"
"133","COLO-704","Ovary","Ovarian Epithelial Tumor (OVT)",50,"Metastatic","ascites","Female",NA,NA,NA
"134","COLO-783","Skin","Melanoma (MEL)",48,"Metastatic","lymph node","Female",NA,NA,NA
"135","COLO-800","Skin","Melanoma (MEL)",14,"Metastatic","skin","Male","trametinib (FDA) ; leptomycin B ; panobinostat (FDA) ; dinaciclib ; methotrexate (FDA) ; dabrafenib (FDA) ; omacetaxine mepesuccinate (FDA) ; CR-1-31B ; BI-2536 (CTR) ; ouabain","NPC-26 ; pitstop2 ; AZD7545 ; isonicotinohydroxamic acid ; Compound 1541A ; procarbazine (FDA) ; SU11274 ; IC-87114 ; ruxolitinib ; BRD-A05715709","416"
"136","COLO-818","Skin","Melanoma (MEL)",14,"Metastatic","skin","Male",NA,NA,NA
"137","COLO-849","Skin","Melanoma (MEL)",43,"Metastatic","lymph node","Male",NA,NA,NA
"138","COLO699","Lung",NA,NA,NA,NA,NA,NA,NA,NA
"139","COR-L105","Lung","Non-Small Cell Lung Cancer (NSCLC)",NA,"Metastatic","pleural effusion","Male","canertinib ; AZD8055 (CTR) ; afatinib (FDA) ; RITA ; leptomycin B ; ouabain ; trametinib (FDA) ; panobinostat (FDA) ; dasatinib (FDA) ; methotrexate (FDA)","Compound 1541A ; MI-1 ; C6-ceramide ; betulinic acid ; BRD-K50799972 ; GSK4112 ; palmostatin B ; veliparib (CTR) ; BRD-A05715709 ; pifithrin-mu","419"
